Phenotype,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes,Cells - Transformed fibroblasts,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
Duration of light DIY,228,10,174,57,176,32,59,103,40,54,97,168,206,95,102,104,74,185,207,161,104,158,246,138,83,251,90,213,143,231,71,208,176,14,188,248,195,147,76,165,148,35,256,222,20,32,43,79,153,44,233,19,123
Eye problems/disorders: Injury or trauma resulting in loss of vision,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Eye problems/disorders: Cataract,125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Mouth/teeth dental problems: Mouth ulcers,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Mouth/teeth dental problems: None of the above,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Mouth/teeth dental problems: Bleeding gums,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Mouth/teeth dental problems: Dentures,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Vascular/heart problems diagnosed by doctor: Heart attack,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Vascular/heart problems diagnosed by doctor: None of the above,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Vascular/heart problems diagnosed by doctor: Angina,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Vascular/heart problems diagnosed by doctor: High blood pressure,235,70,53,209,127,110,108,20,143,19,82,109,97,229,160,51,172,138,144,169,203,170,54,161,213,14,13,234,196,35,244,121,45,188,242,236,226,213,208,234,106,182,129,110,72,132,119,68,224,182,138,56
Fractured bone site(s): Ankle,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Fractured bone site(s): Wrist,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Fractured bone site(s): Arm,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Fractured bone site(s): Other bones,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Vitamin and mineral supplements: None of the above,15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Vitamin and mineral supplements: Vitamin C,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Manic/hyper symptoms: All of the above,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Why reduced smoking: Illness or ill health,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Pain type(s) experienced in last month: Headache,235,70,53,209,127,110,108,20,143,19,82,109,97,229,160,51,172,138,144,169,203,170,54,161,213,14,13,234,196,35,244,121,45,188,242,236,226,213,208,234,106,182,129,110,72,132,119,68,224,182,138,56
Pain type(s) experienced in last month: None of the above,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Pain type(s) experienced in last month: Facial pain,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Pain type(s) experienced in last month: Neck or shoulder pain,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Pain type(s) experienced in last month: Back pain,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Pain type(s) experienced in last month: Knee pain,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Pain type(s) experienced in last month: Pain all over the body,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Types of transport used (excluding work): Car/motor vehicle,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Types of transport used (excluding work): None of the above,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Types of transport used (excluding work): Walk,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Types of transport used (excluding work): Cycle,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport),208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Types of physical activity in last 4 weeks: None of the above,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Types of physical activity in last 4 weeks: Strenuous sports,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Mineral and other dietary supplements: Fish oil (including cod liver oil),236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Job involves mainly walking or standing,125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Job involves heavy manual or physical work,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Job involves shift work,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Age completed full time education,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Number of days/week walked 10+ minutes,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Duration of walks,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Duration of walks,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Number of days/week of moderate physical activity 10+ minutes,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Number of days/week of vigorous physical activity 10+ minutes,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Duration of vigorous activity,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Duration of vigorous activity,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Usual walking pace,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Frequency of stair climbing in last 4 weeks,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Frequency of walking for pleasure in last 4 weeks,190,187,25,87,227,225,180,1,237,0,157,160,172,188,163,142,130,167,189,141,27,6,2,34,38,213,151,37,20,44,175,171,135,236,113,177,10,20,28,114,228,181,162,165,103,175,188,34,151,112,235,162
Duration walking for pleasure,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Diagnoses - main ICD10: B37 Candidiasis,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Diagnoses - main ICD10: C09 Malignant neoplasm of tonsil,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Diagnoses - main ICD10: C18 Malignant neoplasm of colon,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Diagnoses - main ICD10: C22 Malignant neoplasm of liver and intrahepatic bile ducts,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: C44 Other malignant neoplasms of skin,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Diagnoses - main ICD10: C50 Malignant neoplasm of breast,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Diagnoses - main ICD10: C61 Malignant neoplasm of prostate,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Diagnoses - main ICD10: C67 Malignant neoplasm of bladder,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: D22 Melanocytic naevi,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Diagnoses - main ICD10: D25 Leiomyoma of uterus,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Diagnoses - main ICD10: E03 Other hypothyroidism,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Diagnoses - main ICD10: E04 Other non-toxic goitre,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Diagnoses - main ICD10: E10 Insulin-dependent diabetes mellitus,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Diagnoses - main ICD10: F31 Bipolar affective disorder,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Diagnoses - main ICD10: G47 Sleep disorders,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: G56 Mononeuropathies of upper limb,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Diagnoses - main ICD10: H25 Senile cataract,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Diagnoses - main ICD10: H26 Other cataract,4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Diagnoses - main ICD10: H71 Cholesteatoma of middle ear,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Diagnoses - main ICD10: I10 Essential (primary) hypertension,125,119,178,95,156,126,6,224,167,0,84,160,101,220,4,179,31,108,188,61,127,58,254,136,170,15,205,33,59,179,47,107,123,211,2,73,215,101,56,69,231,157,26,130,44,164,98,157,75,124,175,179
Diagnoses - main ICD10: I20 Angina pectoris,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Diagnoses - main ICD10: I21 Acute myocardial infarction,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Diagnoses - main ICD10: I25 Chronic ischaemic heart disease,15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Diagnoses - main ICD10: I26 Pulmonary embolism,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Diagnoses - main ICD10: I30 Acute pericarditis,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Diagnoses - main ICD10: I48 Atrial fibrillation and flutter,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: I70 Atherosclerosis,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis,82,228,215,43,16,68,233,198,246,179,74,99,44,136,192,144,97,195,194,50,10,243,111,19,218,99,211,87,117,12,84,231,57,156,75,112,110,222,228,235,247,236,207,10,48,256,225,148,7,173,106,176
Diagnoses - main ICD10: I83 Varicose veins of lower extremities,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Diagnoses - main ICD10: I84 Haemorrhoids,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Diagnoses - main ICD10: J03 Acute tonsillitis,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Diagnoses - main ICD10: J33 Nasal polyp,233,191,141,57,111,51,66,27,120,102,173,107,3,191,233,10,153,251,23,63,157,115,212,65,11,230,111,65,165,200,233,17,251,57,255,240,58,134,253,38,206,250,55,58,230,231,164,184,106,52,234,29
Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Diagnoses - main ICD10: J47 Bronchiectasis,17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Diagnoses - main ICD10: J86 Pyothorax,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: K14 Diseases of tongue,74,181,238,213,183,115,238,14,84,66,230,149,60,72,43,32,66,233,214,67,240,17,80,218,175,9,175,74,64,208,183,55,74,246,168,187,221,177,47,154,59,167,103,40,20,49,236,187,203,186,158,115
Diagnoses - main ICD10: K20 Oesophagitis,236,192,50,235,50,14,12,8,28,150,158,8,14,6,231,140,12,48,139,115,90,218,107,15,60,203,104,126,174,18,110,113,222,129,105,255,67,181,159,210,70,138,181,104,62,22,184,18,130,67,132,63
Diagnoses - main ICD10: K30 Dyspepsia,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Diagnoses - main ICD10: K35 Acute appendicitis,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: K40 Inguinal hernia,6,160,187,42,148,42,101,199,34,241,87,132,169,225,174,127,227,30,208,39,136,12,75,107,132,55,250,26,64,3,169,196,174,195,1,121,187,218,61,41,148,1,45,228,8,179,231,190,100,42,130,174
Diagnoses - main ICD10: K43 Ventral hernia,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis],4,35,205,22,82,160,108,195,222,94,228,56,197,107,185,46,239,222,207,124,209,251,183,250,236,170,198,249,99,78,218,127,226,60,200,236,211,128,167,30,101,31,203,67,227,89,164,156,48,62,203,163
Diagnoses - main ICD10: K51 Ulcerative colitis,76,190,20,188,230,77,57,36,70,115,75,223,219,25,36,89,83,76,232,245,184,102,170,58,110,4,154,14,141,72,109,124,3,42,251,126,140,112,196,91,129,62,193,254,220,10,225,252,239,82,166,82
Diagnoses - main ICD10: K57 Diverticular disease of intestine,15,213,46,54,199,180,157,7,235,11,139,63,251,200,111,233,10,29,173,106,8,228,58,69,208,14,108,22,179,111,223,97,213,223,18,48,66,213,154,28,136,68,32,166,117,189,221,18,216,199,72,251
Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions,239,236,57,157,191,248,55,223,34,238,210,150,55,145,218,99,58,148,157,170,153,131,229,180,146,143,81,49,112,153,108,86,8,64,243,80,42,221,74,201,172,14,9,160,201,225,174,110,54,112,141,29
Diagnoses - main ICD10: K76 Other diseases of liver,194,36,23,217,67,207,163,229,113,181,196,249,32,97,196,169,98,152,155,199,76,38,28,103,184,37,239,153,186,86,199,28,236,142,201,92,71,255,133,232,12,252,34,56,250,215,176,229,101,225,130,38
Diagnoses - main ICD10: K80 Cholelithiasis,45,252,57,30,233,217,30,5,115,222,113,227,111,12,73,203,237,185,256,84,104,16,200,50,212,131,59,197,190,162,247,60,155,39,176,42,145,187,72,97,225,165,218,52,91,231,216,106,207,131,86,182
Diagnoses - main ICD10: L03 Cellulitis,93,241,105,106,106,205,2,69,185,145,149,148,118,42,16,40,73,123,61,63,208,192,198,97,251,182,80,18,190,37,105,224,201,243,42,120,24,22,151,156,157,191,36,4,221,17,62,70,235,30,200,227
Diagnoses - main ICD10: M10 Gout,32,6,220,36,36,78,130,95,224,200,176,230,96,207,93,111,58,49,10,250,115,233,96,120,78,199,155,126,191,175,63,119,161,167,100,130,189,93,224,139,235,123,150,28,149,180,36,193,26,11,182,231
Diagnoses - main ICD10: M15 Polyarthrosis,190,187,25,87,227,225,180,1,237,0,157,160,172,188,163,142,130,167,189,141,27,6,2,34,38,213,151,37,20,44,175,171,135,236,113,177,10,20,28,114,228,181,162,165,103,175,188,34,151,112,235,162
Diagnoses - main ICD10: M16 Coxarthrosis [arthrosis of hip],17,175,105,54,45,99,13,125,47,84,88,6,142,132,145,46,151,132,208,152,202,8,172,72,31,96,43,161,204,62,61,11,89,196,161,123,75,34,110,181,164,133,5,198,173,30,16,13,244,240,179,219
Diagnoses - main ICD10: M21 Other acquired deformities of limbs,80,73,121,114,126,246,72,30,182,229,52,106,190,47,60,130,182,52,116,106,4,244,115,212,193,158,247,165,100,105,19,248,117,173,58,12,148,119,41,89,89,49,210,112,221,61,0,213,23,245,150,184
Diagnoses - main ICD10: M23 Internal derangement of knee,208,180,107,188,74,97,15,191,65,11,8,209,173,167,161,153,170,135,244,36,19,131,146,190,247,190,170,125,213,31,22,216,62,159,186,191,89,168,81,17,190,145,127,80,255,112,3,33,255,79,216,172
Diagnoses - main ICD10: M24 Other specific joint derangements,215,196,30,75,222,160,157,47,132,61,40,14,114,110,16,128,9,237,244,99,77,234,165,79,87,96,167,225,218,81,90,215,217,9,117,20,172,91,154,170,176,176,177,112,59,50,252,189,75,74,4,73
